puzzle_type,puzzle_idx,final_status,position,cnn_prediction,cnn_confidence,true_digit,true_digit_rank,true_digit_prob,confusion_type,full_ranking
hexasudoku_16x16,1,uncorrectable,"(5, 13)",13,0.9999957084655762,11,3,3.1499414632207845e-08,B->D,"[(13, 0.9999957084655762), (10, 4.269645160093205e-06), (11, 3.1499414632207845e-08), (4, 5.684816506423829e-10), (16, 3.7654337980974617e-10)]"
hexasudoku_16x16,1,uncorrectable,"(14, 0)",9,0.5220454335212708,4,2,0.477946937084198,4->9,"[(9, 0.5220454335212708), (4, 0.477946937084198), (16, 7.291959263966419e-06), (10, 2.5274334802816156e-07), (5, 5.061808039386051e-08)]"
hexasudoku_16x16,2,single,"(9, 15)",12,0.6052111387252808,14,2,0.3947882056236267,E->C,"[(12, 0.6052111387252808), (14, 0.3947882056236267), (15, 6.37686753179878e-07), (2, 1.9486989799588628e-08), (5, 2.479869642968424e-10)]"
hexasudoku_16x16,3,uncorrectable,"(0, 13)",12,0.8134918808937073,14,2,0.18650808930397034,E->C,"[(12, 0.8134918808937073), (14, 0.18650808930397034), (13, 3.00448763090877e-11), (15, 2.4795688072232203e-11), (16, 1.903335475339496e-11)]"
hexasudoku_16x16,3,uncorrectable,"(1, 6)",1,0.5209920406341553,7,2,0.37618348002433777,7->1,"[(1, 0.5209920406341553), (7, 0.37618348002433777), (9, 0.10166493058204651), (4, 0.0010115347104147077), (5, 7.732980157015845e-05)]"
hexasudoku_16x16,3,uncorrectable,"(9, 8)",7,1.0,15,8,1.2031554138397516e-12,F->7,"[(7, 1.0), (1, 2.5618613896938314e-09), (16, 8.139571239240695e-10), (10, 2.2146875999773386e-10), (13, 2.1545884520968173e-10)]"
hexasudoku_16x16,3,uncorrectable,"(10, 13)",10,0.7909619808197021,2,2,0.15538188815116882,2->A,"[(10, 0.7909619808197021), (2, 0.15538188815116882), (13, 0.023127488791942596), (16, 0.01514245755970478), (8, 0.013189263641834259)]"
hexasudoku_16x16,4,two,"(7, 15)",16,0.47964197397232056,15,2,0.4698358476161957,F->G,"[(16, 0.47964197397232056), (15, 0.4698358476161957), (8, 0.04797675088047981), (14, 0.0013317943084985018), (5, 0.0007638153620064259)]"
hexasudoku_16x16,4,two,"(13, 1)",4,0.6769063472747803,6,2,0.32307225465774536,6->4,"[(4, 0.6769063472747803), (6, 0.32307225465774536), (12, 2.11466849577846e-05), (11, 2.052701404409163e-07), (13, 8.043751442698976e-09)]"
hexasudoku_16x16,5,uncorrectable,"(3, 3)",13,0.9999957084655762,11,3,3.1499414632207845e-08,B->D,"[(13, 0.9999957084655762), (10, 4.269645160093205e-06), (11, 3.1499414632207845e-08), (4, 5.684816506423829e-10), (16, 3.7654337980974617e-10)]"
hexasudoku_16x16,5,uncorrectable,"(9, 9)",1,0.6968910694122314,9,2,0.30174750089645386,9->1,"[(1, 0.6968910694122314), (9, 0.30174750089645386), (4, 0.0013596726348623633), (7, 1.339024265689659e-06), (8, 2.742513629527821e-07)]"
hexasudoku_16x16,6,two,"(0, 7)",12,0.8387899398803711,10,3,0.0037922996561974287,A->C,"[(12, 0.8387899398803711), (14, 0.1570923775434494), (10, 0.0037922996561974287), (16, 0.0001350248494418338), (15, 0.00010666076559573412)]"
hexasudoku_16x16,6,two,"(12, 1)",3,0.9539233446121216,5,2,0.04607655107975006,5->3,"[(3, 0.9539233446121216), (5, 0.04607655107975006), (9, 1.2283996397854935e-07), (8, 2.2412331546206588e-08), (16, 2.3564732387626464e-09)]"
hexasudoku_16x16,7,uncorrectable,"(6, 12)",12,0.8497822284698486,11,8,1.3935041920376534e-07,B->C,"[(12, 0.8497822284698486), (15, 0.12824521958827972), (1, 0.014036244712769985), (13, 0.007298433221876621), (5, 0.0006333155906759202)]"
hexasudoku_16x16,7,uncorrectable,"(13, 10)",16,0.8891421556472778,8,3,0.03825720399618149,8->G,"[(16, 0.8891421556472778), (9, 0.06456189602613449), (8, 0.03825720399618149), (11, 0.008031963370740414), (14, 6.770957952539902e-06)]"
hexasudoku_16x16,8,single,"(5, 1)",8,0.7847785949707031,3,2,0.18727989494800568,3->8,"[(8, 0.7847785949707031), (3, 0.18727989494800568), (9, 0.02789292484521866), (5, 3.8915281038498506e-05), (1, 6.971532457100693e-06)]"
hexasudoku_16x16,9,single,"(14, 10)",1,0.9661766886711121,15,2,0.03361367806792259,F->1,"[(1, 0.9661766886711121), (15, 0.03361367806792259), (12, 0.0001888077094918117), (4, 8.447430445812643e-06), (9, 4.602680292009609e-06)]"
hexasudoku_16x16,10,uncorrectable,"(1, 14)",1,0.9999992847442627,14,14,5.972538498930929e-18,E->1,"[(1, 0.9999992847442627), (12, 7.296034141290875e-07), (15, 1.0474653089342922e-10), (7, 8.189815492443131e-11), (5, 5.871208033636499e-12)]"
hexasudoku_16x16,10,uncorrectable,"(4, 6)",10,0.9998014569282532,16,2,0.00017783469229470938,G->A,"[(10, 0.9998014569282532), (16, 0.00017783469229470938), (11, 1.2918816537421662e-05), (8, 4.220788923703367e-06), (14, 2.331625864826492e-06)]"
hexasudoku_16x16,10,uncorrectable,"(6, 14)",5,0.7004477381706238,3,2,0.27100199460983276,3->5,"[(5, 0.7004477381706238), (3, 0.27100199460983276), (9, 0.012722357176244259), (8, 0.011339571326971054), (7, 0.004467464517802)]"
hexasudoku_16x16,10,uncorrectable,"(10, 15)",7,0.9861467480659485,3,2,0.011553128249943256,3->7,"[(7, 0.9861467480659485), (3, 0.011553128249943256), (5, 0.002274939324706793), (1, 2.2791109586250968e-05), (2, 1.8936333390229265e-06)]"
hexasudoku_16x16,11,single,"(0, 9)",12,0.8387899398803711,10,3,0.0037922996561974287,A->C,"[(12, 0.8387899398803711), (14, 0.1570923775434494), (10, 0.0037922996561974287), (16, 0.0001350248494418338), (15, 0.00010666076559573412)]"
hexasudoku_16x16,12,uncorrectable,"(3, 3)",12,0.8387899398803711,10,3,0.0037922996561974287,A->C,"[(12, 0.8387899398803711), (14, 0.1570923775434494), (10, 0.0037922996561974287), (16, 0.0001350248494418338), (15, 0.00010666076559573412)]"
hexasudoku_16x16,12,uncorrectable,"(6, 10)",12,0.867540180683136,14,2,0.13245974481105804,E->C,"[(12, 0.867540180683136), (14, 0.13245974481105804), (10, 6.65819710476967e-09), (2, 4.472515247044839e-09), (15, 3.775319168397573e-09)]"
hexasudoku_16x16,13,uncorrectable,"(6, 15)",6,0.7333056926727295,16,2,0.26646363735198975,G->6,"[(6, 0.7333056926727295), (16, 0.26646363735198975), (5, 0.00022091642313171178), (12, 9.75668262981344e-06), (10, 1.330762389173401e-09)]"
hexasudoku_16x16,13,uncorrectable,"(9, 8)",10,0.5742647051811218,14,2,0.42482301592826843,E->A,"[(10, 0.5742647051811218), (14, 0.42482301592826843), (16, 0.0004634465149138123), (12, 0.00033409640309400856), (13, 0.00010513661982258782)]"
hexasudoku_16x16,13,uncorrectable,"(15, 9)",10,0.9080440402030945,16,2,0.09187227487564087,G->A,"[(10, 0.9080440402030945), (16, 0.09187227487564087), (14, 8.11153877293691e-05), (13, 1.1875471273015137e-06), (11, 1.024334096655366e-06)]"
hexasudoku_16x16,14,uncorrectable,"(0, 15)",2,0.9209631085395813,11,4,0.011434733867645264,B->2,"[(2, 0.9209631085395813), (8, 0.04657787084579468), (3, 0.012425669468939304), (11, 0.011434733867645264), (10, 0.00810197088867426)]"
hexasudoku_16x16,14,uncorrectable,"(1, 3)",2,0.7373161315917969,15,11,2.8455491474232986e-07,F->2,"[(2, 0.7373161315917969), (10, 0.247013121843338), (16, 0.007906634360551834), (13, 0.007448212243616581), (11, 0.00020788874826394022)]"
hexasudoku_16x16,14,uncorrectable,"(1, 15)",9,0.7078283429145813,4,2,0.2921714186668396,4->9,"[(9, 0.7078283429145813), (4, 0.2921714186668396), (16, 2.2489552975457627e-07), (8, 8.190729516854844e-08), (10, 8.170292220555098e-11)]"
hexasudoku_16x16,14,uncorrectable,"(2, 9)",3,0.9995332956314087,5,2,0.0004666006425395608,5->3,"[(3, 0.9995332956314087), (5, 0.0004666006425395608), (8, 8.035737408818022e-08), (9, 6.279841979761613e-09), (2, 3.347063182168597e-10)]"
hexasudoku_16x16,14,uncorrectable,"(12, 12)",5,0.9336966276168823,15,2,0.0657213032245636,F->5,"[(5, 0.9336966276168823), (15, 0.0657213032245636), (16, 0.0005635952693410218), (14, 1.8376249499851838e-05), (8, 5.5517346275735235e-09)]"
hexasudoku_16x16,15,uncorrectable,"(2, 12)",11,0.8800198435783386,13,3,0.011583831161260605,D->B,"[(11, 0.8800198435783386), (8, 0.0910671129822731), (13, 0.011583831161260605), (15, 0.01063056942075491), (16, 0.005459229461848736)]"
hexasudoku_16x16,15,uncorrectable,"(10, 11)",6,0.9999192953109741,16,2,8.065599104156718e-05,G->6,"[(6, 0.9999192953109741), (16, 8.065599104156718e-05), (5, 1.4294413652748972e-08), (11, 5.640067579637531e-11), (12, 1.260887986902215e-12)]"
hexasudoku_16x16,16,uncorrectable,"(3, 11)",4,0.5272570252418518,13,3,0.13433489203453064,D->4,"[(4, 0.5272570252418518), (15, 0.23557394742965698), (13, 0.13433489203453064), (1, 0.10268562287092209), (2, 9.46946965996176e-05)]"
hexasudoku_16x16,16,uncorrectable,"(5, 0)",12,0.8846973180770874,6,2,0.11511172354221344,6->C,"[(12, 0.8846973180770874), (6, 0.11511172354221344), (4, 0.00018218242621514946), (14, 3.384954197827028e-06), (1, 3.2609991649223957e-06)]"
hexasudoku_16x16,16,uncorrectable,"(8, 10)",12,0.867540180683136,14,2,0.13245974481105804,E->C,"[(12, 0.867540180683136), (14, 0.13245974481105804), (10, 6.65819710476967e-09), (2, 4.472515247044839e-09), (15, 3.775319168397573e-09)]"
hexasudoku_16x16,16,uncorrectable,"(12, 2)",12,0.9322842359542847,16,2,0.05847160890698433,G->C,"[(12, 0.9322842359542847), (16, 0.05847160890698433), (6, 0.009237891994416714), (5, 6.239150934561621e-06), (14, 5.251131796057962e-08)]"
hexasudoku_16x16,17,uncorrectable,"(3, 6)",1,0.6383087038993835,7,2,0.3616911768913269,7->1,"[(1, 0.6383087038993835), (7, 0.3616911768913269), (9, 1.2673554294906353e-07), (4, 2.2605327387736907e-08), (12, 5.796300328597681e-09)]"
hexasudoku_16x16,17,uncorrectable,"(8, 10)",12,0.940655529499054,16,2,0.05912701040506363,G->C,"[(12, 0.940655529499054), (16, 0.05912701040506363), (11, 0.0001762054453138262), (14, 4.0530419937567785e-05), (13, 5.856161351402989e-07)]"
hexasudoku_16x16,17,uncorrectable,"(13, 4)",10,0.9224361777305603,13,2,0.07752120494842529,D->A,"[(10, 0.9224361777305603), (13, 0.07752120494842529), (16, 3.261958045186475e-05), (14, 7.96028325567022e-06), (11, 2.0279035197745543e-06)]"
hexasudoku_16x16,18,two,"(9, 7)",12,0.5841745734214783,14,2,0.41582539677619934,E->C,"[(12, 0.5841745734214783), (14, 0.41582539677619934), (16, 1.2192145903977547e-10), (15, 2.434000917483914e-11), (13, 1.804626066637116e-11)]"
hexasudoku_16x16,18,two,"(10, 9)",15,0.47886425256729126,14,4,0.06098116561770439,E->F,"[(15, 0.47886425256729126), (8, 0.3469164967536926), (16, 0.10383295267820358), (14, 0.06098116561770439), (4, 0.005057726986706257)]"
hexasudoku_16x16,19,two,"(5, 6)",5,0.9972364902496338,3,2,0.0025562772061675787,3->5,"[(5, 0.9972364902496338), (3, 0.0025562772061675787), (9, 0.0001986728166230023), (6, 6.734212547598872e-06), (16, 9.920930779117043e-07)]"
hexasudoku_16x16,19,two,"(6, 12)",12,0.9942814111709595,14,2,0.00571857625618577,E->C,"[(12, 0.9942814111709595), (14, 0.00571857625618577), (16, 1.3920245400811382e-08), (6, 2.138613452995486e-10), (10, 1.320900472334685e-10)]"
hexasudoku_16x16,19,two,"(11, 13)",8,0.9575517177581787,6,2,0.022297417744994164,6->8,"[(8, 0.9575517177581787), (6, 0.022297417744994164), (5, 0.02013830468058586), (1, 7.441069101332687e-06), (3, 4.66668689114158e-06)]"
hexasudoku_16x16,20,uncorrectable,"(1, 1)",4,0.9983230233192444,16,5,9.770967608346837e-07,G->4,"[(4, 0.9983230233192444), (6, 0.001606928650289774), (11, 6.580600893357769e-05), (7, 1.4916746522430913e-06), (16, 9.770967608346837e-07)]"
hexasudoku_16x16,20,uncorrectable,"(7, 12)",9,0.9501026272773743,4,2,0.04989740625023842,4->9,"[(9, 0.9501026272773743), (4, 0.04989740625023842), (16, 1.5958512733504904e-08), (8, 9.608161377627766e-09), (7, 3.150784971470144e-12)]"
hexasudoku_16x16,20,uncorrectable,"(8, 0)",5,0.7173905968666077,6,2,0.28260937333106995,6->5,"[(5, 0.7173905968666077), (6, 0.28260937333106995), (12, 4.718387103253008e-08), (16, 1.1702597113583124e-08), (9, 5.099530797636476e-10)]"
hexasudoku_16x16,20,uncorrectable,"(14, 6)",15,0.47886425256729126,14,4,0.06098116561770439,E->F,"[(15, 0.47886425256729126), (8, 0.3469164967536926), (16, 0.10383295267820358), (14, 0.06098116561770439), (4, 0.005057726986706257)]"
hexasudoku_16x16,20,uncorrectable,"(15, 15)",10,0.981977105140686,13,2,0.018021555617451668,D->A,"[(10, 0.981977105140686), (13, 0.018021555617451668), (11, 7.146337566155125e-07), (14, 3.085943092173693e-07), (12, 1.61647363938755e-07)]"
hexasudoku_16x16,21,uncorrectable,"(5, 3)",9,0.980937659740448,5,2,0.017101949080824852,5->9,"[(9, 0.980937659740448), (5, 0.017101949080824852), (16, 0.0019595695193856955), (3, 7.71087798057124e-07), (8, 9.694685054739693e-09)]"
hexasudoku_16x16,21,uncorrectable,"(7, 6)",15,0.5200502872467041,14,2,0.4796011745929718,E->F,"[(15, 0.5200502872467041), (14, 0.4796011745929718), (13, 0.00015071389498189092), (12, 0.0001413470454281196), (11, 4.08825944759883e-05)]"
hexasudoku_16x16,21,uncorrectable,"(15, 6)",7,0.5825313925743103,13,2,0.4158136546611786,D->7,"[(7, 0.5825313925743103), (13, 0.4158136546611786), (1, 0.0014984974404796958), (2, 0.00011533416545717046), (3, 3.6952769733034074e-05)]"
hexasudoku_16x16,22,single,"(0, 12)",12,0.8916817903518677,16,2,0.10831578075885773,G->C,"[(12, 0.8916817903518677), (16, 0.10831578075885773), (5, 2.336619218112901e-06), (6, 7.321875017396451e-08), (14, 9.474627304939531e-09)]"
hexasudoku_16x16,24,uncorrectable,"(0, 14)",7,0.646139919757843,4,2,0.274297833442688,4->7,"[(7, 0.646139919757843), (4, 0.274297833442688), (9, 0.06525895744562149), (1, 0.014122312888503075), (2, 0.000120807635539677)]"
hexasudoku_16x16,24,uncorrectable,"(5, 13)",14,0.9849607348442078,5,2,0.01502984669059515,5->E,"[(14, 0.9849607348442078), (5, 0.01502984669059515), (15, 9.412126019014977e-06), (12, 5.607590836120835e-08), (16, 3.867123288259222e-11)]"
hexasudoku_16x16,24,uncorrectable,"(10, 1)",14,0.996256947517395,12,2,0.003729530842974782,C->E,"[(14, 0.996256947517395), (12, 0.003729530842974782), (6, 1.2168415196356364e-05), (13, 6.82658139794512e-07), (8, 4.896599534731649e-07)]"
hexasudoku_16x16,24,uncorrectable,"(12, 6)",5,0.9336966276168823,15,2,0.0657213032245636,F->5,"[(5, 0.9336966276168823), (15, 0.0657213032245636), (16, 0.0005635952693410218), (14, 1.8376249499851838e-05), (8, 5.5517346275735235e-09)]"
hexasudoku_16x16,24,uncorrectable,"(14, 9)",12,0.8916817903518677,16,2,0.10831578075885773,G->C,"[(12, 0.8916817903518677), (16, 0.10831578075885773), (5, 2.336619218112901e-06), (6, 7.321875017396451e-08), (14, 9.474627304939531e-09)]"
hexasudoku_16x16,25,uncorrectable,"(2, 8)",4,0.8584680557250977,9,2,0.1276223510503769,9->4,"[(4, 0.8584680557250977), (9, 0.1276223510503769), (10, 0.008093406446278095), (16, 0.005618513561785221), (6, 0.00010600593668641523)]"
hexasudoku_16x16,25,uncorrectable,"(3, 2)",8,0.8143175840377808,13,4,0.0008196854032576084,D->8,"[(8, 0.8143175840377808), (16, 0.17966781556606293), (11, 0.005089188925921917), (13, 0.0008196854032576084), (6, 6.808855687268078e-05)]"
hexasudoku_16x16,25,uncorrectable,"(5, 13)",10,0.5532323718070984,16,2,0.446767657995224,G->A,"[(10, 0.5532323718070984), (16, 0.446767657995224), (9, 1.1340329786335701e-09), (11, 5.104452416304639e-10), (14, 5.0738351020651606e-11)]"
