puzzle_id,size,size_detected,size_correct,num_cages,solved,solve_time_ms,error
5_20,5,5,True,9,False,192,unsolvable
5_21,5,5,True,9,False,191,unsolvable
5_22,5,5,True,9,False,190,unsolvable
5_23,5,5,True,10,False,190,unsolvable
5_24,5,5,True,9,False,188,unsolvable
5_25,5,5,True,9,False,187,unsolvable
5_26,5,5,True,8,False,190,unsolvable
5_27,5,5,True,8,False,187,unsolvable
5_28,5,5,True,9,False,187,unsolvable
5_29,5,5,True,10,False,191,unsolvable
5_30,5,5,True,10,False,197,unsolvable
5_31,5,5,True,8,False,188,unsolvable
5_32,5,5,True,11,False,194,unsolvable
5_33,5,5,True,9,False,194,unsolvable
5_34,5,5,True,9,False,202,unsolvable
5_35,5,5,True,9,False,185,unsolvable
5_36,5,5,True,9,False,190,unsolvable
5_37,5,5,True,7,False,195,unsolvable
5_38,5,5,True,10,False,212,unsolvable
5_39,5,5,True,9,False,193,unsolvable
5_40,5,5,True,10,False,187,unsolvable
5_41,5,5,True,9,False,186,unsolvable
5_42,5,5,True,10,False,196,unsolvable
5_43,5,5,True,10,False,207,unsolvable
5_44,5,5,True,9,False,201,unsolvable
5_45,5,5,True,8,False,201,unsolvable
5_46,5,5,True,10,False,194,unsolvable
5_47,5,5,True,10,False,197,unsolvable
5_48,5,5,True,9,False,194,unsolvable
5_49,5,5,True,8,False,198,unsolvable
5_50,5,5,True,9,True,199,
5_51,5,5,True,9,False,193,unsolvable
5_52,5,5,True,10,False,198,unsolvable
5_53,5,5,True,10,False,201,unsolvable
5_54,5,5,True,8,True,216,
5_55,5,5,True,10,False,192,unsolvable
5_56,5,5,True,10,False,192,unsolvable
5_57,5,5,True,10,False,197,unsolvable
5_58,5,5,True,10,False,196,unsolvable
5_59,5,5,True,8,False,219,unsolvable
5_60,5,5,True,9,False,191,unsolvable
5_61,5,5,True,9,False,189,unsolvable
5_62,5,5,True,10,False,191,unsolvable
5_63,5,5,True,12,False,190,unsolvable
5_64,5,5,True,10,False,190,unsolvable
5_65,5,5,True,9,False,187,unsolvable
5_66,5,5,True,9,False,186,unsolvable
5_67,5,5,True,10,False,193,unsolvable
5_68,5,5,True,8,False,195,unsolvable
5_69,5,5,True,10,False,190,unsolvable
5_70,5,5,True,9,False,189,unsolvable
5_71,5,5,True,9,True,198,
5_72,5,5,True,9,False,185,unsolvable
5_73,5,5,True,8,False,190,unsolvable
5_74,5,5,True,8,False,195,unsolvable
5_75,5,5,True,11,False,193,unsolvable
5_76,5,5,True,9,False,191,unsolvable
5_77,5,5,True,9,False,191,unsolvable
5_78,5,5,True,9,False,189,unsolvable
5_79,5,5,True,11,False,191,unsolvable
5_80,5,5,True,9,False,192,unsolvable
5_81,5,5,True,9,False,191,unsolvable
5_82,5,5,True,10,True,194,
5_83,5,5,True,9,False,188,unsolvable
5_84,5,5,True,10,True,197,
5_85,5,5,True,10,False,188,unsolvable
5_86,5,5,True,8,False,193,unsolvable
5_87,5,5,True,8,False,189,unsolvable
5_88,5,5,True,8,False,186,unsolvable
5_89,5,5,True,10,True,198,
5_90,5,5,True,9,False,193,unsolvable
5_91,5,5,True,10,False,206,unsolvable
5_92,5,5,True,8,True,254,
5_93,5,5,True,10,True,193,
5_94,5,5,True,9,False,188,unsolvable
5_95,5,5,True,10,False,191,unsolvable
5_96,5,5,True,9,False,199,unsolvable
5_97,5,5,True,9,False,204,unsolvable
5_98,5,5,True,10,False,201,unsolvable
5_99,5,5,True,9,False,195,unsolvable
6_0,6,6,True,13,False,215,unsolvable
6_1,6,6,True,11,False,214,unsolvable
6_2,6,6,True,14,False,221,unsolvable
6_3,6,6,True,13,False,218,unsolvable
6_4,6,6,True,14,False,227,unsolvable
6_5,6,6,True,13,False,213,unsolvable
6_6,6,6,True,12,False,217,unsolvable
6_7,6,6,True,15,False,222,unsolvable
6_8,6,6,True,13,False,222,unsolvable
6_9,6,6,True,14,False,225,unsolvable
6_10,6,6,True,12,False,218,unsolvable
6_11,6,6,True,13,False,218,unsolvable
6_12,6,6,True,14,False,216,unsolvable
6_13,6,6,True,13,False,217,unsolvable
6_14,6,6,True,14,False,216,unsolvable
6_15,6,6,True,13,False,216,unsolvable
6_16,6,6,True,13,False,218,unsolvable
6_17,6,6,True,13,False,216,unsolvable
6_18,6,6,True,13,False,218,unsolvable
6_19,6,6,True,13,False,236,unsolvable
6_20,6,6,True,13,False,229,unsolvable
6_21,6,6,True,13,False,220,unsolvable
6_22,6,6,True,14,False,234,unsolvable
6_23,6,6,True,14,False,221,unsolvable
6_24,6,6,True,14,False,221,unsolvable
6_25,6,6,True,13,False,213,unsolvable
6_26,6,6,True,15,False,221,unsolvable
6_27,6,6,True,12,False,219,unsolvable
6_28,6,6,True,14,False,218,unsolvable
6_29,6,6,True,13,False,216,unsolvable
6_30,6,6,True,16,False,214,unsolvable
6_31,6,6,True,15,False,217,unsolvable
6_32,6,6,True,14,False,224,unsolvable
6_33,6,6,True,16,False,220,unsolvable
6_34,6,6,True,12,False,230,unsolvable
6_35,6,6,True,13,False,219,unsolvable
6_36,6,6,True,14,False,216,unsolvable
6_37,6,6,True,15,False,220,unsolvable
6_38,6,6,True,12,False,216,unsolvable
6_39,6,6,True,15,False,224,unsolvable
6_40,6,6,True,12,False,274,unsolvable
6_41,6,6,True,13,False,223,unsolvable
6_42,6,6,True,13,False,221,unsolvable
6_43,6,6,True,14,False,222,unsolvable
6_44,6,6,True,14,False,222,unsolvable
6_45,6,6,True,12,False,229,unsolvable
6_46,6,6,True,13,False,218,unsolvable
6_47,6,6,True,13,False,218,unsolvable
6_48,6,6,True,13,False,217,unsolvable
6_49,6,6,True,13,False,219,unsolvable
6_50,6,6,True,12,False,215,unsolvable
6_51,6,6,True,11,False,218,unsolvable
6_52,6,6,True,13,False,215,unsolvable
6_53,6,6,True,14,False,219,unsolvable
6_54,6,6,True,13,False,223,unsolvable
6_55,6,6,True,14,False,216,unsolvable
6_56,6,6,True,15,False,214,unsolvable
6_57,6,6,True,14,False,214,unsolvable
6_58,6,6,True,12,False,220,unsolvable
6_59,6,6,True,14,False,220,unsolvable
6_60,6,6,True,12,False,216,unsolvable
6_61,6,6,True,13,False,220,unsolvable
6_62,6,6,True,12,False,217,unsolvable
6_63,6,6,True,13,True,286,
6_64,6,6,True,12,False,216,unsolvable
6_65,6,6,True,13,False,218,unsolvable
6_66,6,6,True,13,False,223,unsolvable
6_67,6,6,True,12,False,225,unsolvable
6_68,6,6,True,14,False,219,unsolvable
6_69,6,6,True,14,False,221,unsolvable
6_70,6,6,True,13,False,216,unsolvable
6_71,6,6,True,13,False,220,unsolvable
6_72,6,6,True,14,False,222,unsolvable
6_73,6,6,True,13,False,218,unsolvable
6_74,6,6,True,14,False,216,unsolvable
6_75,6,6,True,12,False,218,unsolvable
6_76,6,6,True,12,False,220,unsolvable
6_77,6,6,True,14,False,221,unsolvable
6_78,6,6,True,15,False,219,unsolvable
6_79,6,6,True,13,False,215,unsolvable
6_80,6,6,True,13,False,221,unsolvable
6_81,6,6,True,13,False,220,unsolvable
6_82,6,6,True,14,False,223,unsolvable
6_83,6,6,True,12,False,210,unsolvable
6_84,6,6,True,14,False,214,unsolvable
6_85,6,6,True,13,False,223,unsolvable
6_86,6,6,True,12,False,263,unsolvable
6_87,6,6,True,13,True,651,
6_88,6,6,True,14,False,224,unsolvable
6_89,6,6,True,13,False,220,unsolvable
6_90,6,6,True,13,False,221,unsolvable
6_91,6,6,True,11,False,229,unsolvable
6_92,6,6,True,12,False,227,unsolvable
6_93,6,6,True,14,False,217,unsolvable
6_94,6,6,True,14,False,219,unsolvable
6_95,6,6,True,15,False,218,unsolvable
6_96,6,6,True,14,False,221,unsolvable
6_97,6,6,True,13,False,442,unsolvable
6_98,6,6,True,15,False,222,unsolvable
6_99,6,6,True,12,False,220,unsolvable
7_0,7,7,True,17,False,254,unsolvable
7_1,7,7,True,16,False,256,unsolvable
7_2,7,7,True,19,False,259,unsolvable
7_3,7,7,True,16,False,252,unsolvable
7_4,7,7,True,18,False,250,unsolvable
7_5,7,7,True,18,False,264,unsolvable
7_6,7,7,True,18,False,263,unsolvable
7_7,7,7,True,18,False,261,unsolvable
7_8,7,7,True,17,False,252,unsolvable
7_9,7,7,True,19,False,254,unsolvable
7_10,7,7,True,20,False,261,unsolvable
7_11,7,7,True,17,False,252,unsolvable
7_12,7,7,True,18,False,251,unsolvable
7_13,7,7,True,23,False,251,unsolvable
7_14,7,7,True,24,False,250,unsolvable
7_15,7,7,True,16,False,245,unsolvable
7_16,7,7,True,18,False,253,unsolvable
7_17,7,7,True,16,False,257,unsolvable
7_18,7,7,True,16,False,248,unsolvable
7_19,7,7,True,18,False,251,unsolvable
7_20,7,7,True,20,False,261,unsolvable
7_21,7,7,True,18,False,252,unsolvable
7_22,7,7,True,18,False,254,unsolvable
7_23,7,7,True,19,False,263,unsolvable
7_24,7,7,True,17,False,245,unsolvable
7_25,7,7,True,20,False,258,unsolvable
7_26,7,7,True,15,False,256,unsolvable
7_27,7,7,True,16,False,257,unsolvable
7_28,7,7,True,19,False,271,unsolvable
7_29,7,7,True,19,False,261,unsolvable
7_30,7,7,True,19,False,255,unsolvable
7_31,7,7,True,24,False,254,unsolvable
7_32,7,7,True,17,False,268,unsolvable
7_33,7,7,True,17,False,278,unsolvable
7_34,7,7,True,18,False,258,unsolvable
7_35,7,7,True,17,False,255,unsolvable
7_36,7,7,True,16,False,251,unsolvable
7_37,7,7,True,17,False,257,unsolvable
7_38,7,7,True,17,False,248,unsolvable
7_39,7,7,True,17,False,246,unsolvable
7_40,7,7,True,17,False,254,unsolvable
7_41,7,7,True,19,False,251,unsolvable
7_42,7,7,True,16,False,255,unsolvable
7_43,7,7,True,19,False,255,unsolvable
7_44,7,7,True,18,False,259,unsolvable
7_45,7,7,True,16,False,261,unsolvable
7_46,7,7,True,16,False,248,unsolvable
7_47,7,7,True,17,False,255,unsolvable
7_48,7,7,True,19,False,257,unsolvable
7_49,7,7,True,18,False,255,unsolvable
7_50,7,7,True,18,False,266,unsolvable
7_51,7,7,True,19,False,264,unsolvable
7_52,7,7,True,16,False,255,unsolvable
7_53,7,7,True,18,False,251,unsolvable
7_54,7,7,True,17,False,248,unsolvable
7_55,7,7,True,18,False,253,unsolvable
7_56,7,7,True,17,False,247,unsolvable
7_57,7,7,True,18,False,253,unsolvable
7_58,7,7,True,17,False,253,unsolvable
7_59,7,7,True,16,False,250,unsolvable
7_60,7,7,True,17,False,254,unsolvable
7_61,7,7,True,17,False,253,unsolvable
7_62,7,7,True,18,False,257,unsolvable
7_63,7,7,True,18,False,268,unsolvable
7_64,7,7,True,17,False,281,unsolvable
7_65,7,7,True,18,False,287,unsolvable
7_66,7,7,True,18,False,278,unsolvable
7_67,7,7,True,17,False,250,unsolvable
7_68,7,7,True,19,False,272,unsolvable
7_69,7,7,True,24,False,270,unsolvable
7_70,7,7,True,17,False,246,unsolvable
7_71,7,7,True,18,False,271,unsolvable
7_72,7,7,True,19,False,284,unsolvable
7_73,7,7,True,18,False,265,unsolvable
7_74,7,7,True,18,False,268,unsolvable
7_75,7,7,True,17,False,249,unsolvable
7_76,7,7,True,17,False,251,unsolvable
7_77,7,7,True,17,False,254,unsolvable
7_78,7,7,True,17,False,250,unsolvable
7_79,7,7,True,17,False,252,unsolvable
7_80,7,7,True,19,False,253,unsolvable
7_81,7,7,True,17,False,248,unsolvable
7_82,7,7,True,16,False,247,unsolvable
7_83,7,7,True,17,False,253,unsolvable
7_84,7,7,True,21,False,254,unsolvable
7_85,7,7,True,21,False,253,unsolvable
7_86,7,7,True,21,False,256,unsolvable
7_87,7,7,True,17,False,259,unsolvable
7_88,7,7,True,20,False,256,unsolvable
7_89,7,7,True,18,False,251,unsolvable
7_90,7,7,True,18,False,256,unsolvable
7_91,7,7,True,17,False,256,unsolvable
7_92,7,7,True,18,False,254,unsolvable
7_93,7,7,True,18,False,248,unsolvable
7_94,7,7,True,17,False,245,unsolvable
7_95,7,7,True,18,False,251,unsolvable
7_96,7,7,True,18,False,358,unsolvable
7_97,7,7,True,18,False,249,unsolvable
7_98,7,7,True,18,False,257,unsolvable
7_99,7,7,True,18,False,254,unsolvable
9_0,9,9,True,29,False,306,unsolvable
9_1,9,9,True,32,False,323,unsolvable
9_2,9,9,True,29,False,327,unsolvable
9_3,9,9,True,29,False,315,unsolvable
9_4,9,9,True,31,False,317,unsolvable
9_5,9,9,True,31,False,317,unsolvable
9_6,9,9,True,29,False,317,unsolvable
9_7,9,9,True,28,False,336,unsolvable
9_8,9,9,True,32,False,317,unsolvable
9_9,9,9,True,29,False,322,unsolvable
9_10,9,9,True,30,False,315,unsolvable
9_11,9,9,True,30,False,344,unsolvable
9_12,9,9,True,29,False,318,unsolvable
9_13,9,9,True,27,False,313,unsolvable
9_14,9,9,True,30,False,315,unsolvable
9_15,9,9,True,29,False,310,unsolvable
9_16,9,9,True,30,False,307,unsolvable
9_17,9,9,True,28,False,310,unsolvable
9_18,9,9,True,30,False,319,unsolvable
9_19,9,9,True,30,False,306,unsolvable
9_20,9,9,True,29,False,325,unsolvable
9_21,9,9,True,30,False,308,unsolvable
9_22,9,9,True,30,False,345,unsolvable
9_23,9,9,True,30,False,314,unsolvable
9_24,9,9,True,27,False,311,unsolvable
9_25,9,9,True,29,False,319,unsolvable
9_26,9,9,True,25,False,324,unsolvable
9_27,9,9,True,29,False,318,unsolvable
9_28,9,9,True,30,False,313,unsolvable
9_29,9,9,True,30,False,309,unsolvable
9_30,9,9,True,30,False,318,unsolvable
9_31,9,9,True,31,False,317,unsolvable
9_32,9,9,True,27,False,319,unsolvable
9_33,9,9,True,29,False,318,unsolvable
9_34,9,9,True,29,False,328,unsolvable
9_35,9,9,True,31,False,310,unsolvable
9_36,9,9,True,29,False,319,unsolvable
9_37,9,9,True,35,False,324,unsolvable
9_38,9,9,True,30,False,319,unsolvable
9_39,9,9,True,29,False,314,unsolvable
9_40,9,9,True,26,False,337,unsolvable
9_41,9,9,True,29,False,323,unsolvable
9_42,9,9,True,31,False,309,unsolvable
9_43,9,9,True,29,False,308,unsolvable
9_44,9,9,True,31,False,333,unsolvable
9_45,9,9,True,30,False,320,unsolvable
9_46,9,9,True,24,False,311,unsolvable
9_47,9,9,True,30,False,314,unsolvable
9_48,9,9,True,29,False,309,unsolvable
9_49,9,9,True,32,False,323,unsolvable
9_50,9,9,True,32,False,321,unsolvable
9_51,9,9,True,31,False,316,unsolvable
9_52,9,9,True,29,False,312,unsolvable
9_53,9,9,True,31,False,323,unsolvable
9_54,9,9,True,27,False,309,unsolvable
9_55,9,9,True,28,False,323,unsolvable
9_56,9,9,True,28,False,317,unsolvable
9_57,9,9,True,28,False,313,unsolvable
9_58,9,9,True,31,False,309,unsolvable
9_59,9,9,True,30,False,345,unsolvable
9_60,9,9,True,29,False,308,unsolvable
9_61,9,9,True,29,False,313,unsolvable
9_62,9,9,True,31,False,319,unsolvable
9_63,9,9,True,28,False,331,unsolvable
9_64,9,9,True,31,False,321,unsolvable
9_65,9,9,True,31,False,323,unsolvable
9_66,9,9,True,30,False,314,unsolvable
9_67,9,9,True,31,False,315,unsolvable
9_68,9,9,True,31,False,314,unsolvable
9_69,9,9,True,29,False,310,unsolvable
9_70,9,9,True,28,False,327,unsolvable
9_71,9,9,True,30,False,311,unsolvable
9_72,9,9,True,30,False,324,unsolvable
9_73,9,9,True,30,False,332,unsolvable
9_74,9,9,True,27,False,317,unsolvable
9_75,9,9,True,30,False,319,unsolvable
9_76,9,9,True,30,False,312,unsolvable
9_77,9,9,True,29,False,341,unsolvable
9_78,9,9,True,31,False,323,unsolvable
9_79,9,9,True,31,False,313,unsolvable
9_80,9,9,True,30,False,319,unsolvable
9_81,9,9,True,32,False,314,unsolvable
9_82,9,9,True,31,False,321,unsolvable
9_83,9,9,True,26,False,311,unsolvable
9_84,9,9,True,31,False,309,unsolvable
9_85,9,9,True,31,False,331,unsolvable
9_86,9,9,True,30,False,317,unsolvable
9_87,9,9,True,31,False,311,unsolvable
9_88,9,9,True,29,False,315,unsolvable
9_89,9,9,True,25,False,315,unsolvable
9_90,9,9,True,29,False,315,unsolvable
9_91,9,9,True,31,False,313,unsolvable
9_92,9,9,True,30,False,322,unsolvable
9_93,9,9,True,29,False,313,unsolvable
9_94,9,9,True,31,False,310,unsolvable
9_95,9,9,True,30,False,307,unsolvable
9_96,9,9,True,28,False,321,unsolvable
9_97,9,9,True,30,False,325,unsolvable
9_98,9,9,True,29,False,317,unsolvable
9_99,9,9,True,32,False,312,unsolvable
