puzzle_id,size,solved,correction_type,attempts,solve_time_ms
3_62,3,True,operator_inference,2,139
3_63,3,True,baseline,1,141
3_64,3,True,operator_inference,2,142
3_65,3,True,baseline,1,138
3_66,3,True,operator_inference,2,133
3_67,3,True,operator_inference,2,128
3_68,3,True,operator_inference,2,131
3_69,3,True,baseline,1,130
3_70,3,True,baseline,1,130
3_71,3,True,baseline,1,130
3_72,3,True,baseline,1,127
3_73,3,True,operator_inference,2,130
3_74,3,True,baseline,1,126
3_75,3,True,baseline,1,127
3_76,3,True,baseline,1,128
3_77,3,True,baseline,1,129
3_78,3,True,operator_inference,2,129
3_79,3,True,baseline,1,128
3_80,3,True,baseline,1,126
3_81,3,True,baseline,1,121
3_82,3,True,baseline,1,122
3_83,3,True,baseline,1,126
3_84,3,True,operator_inference,2,131
3_85,3,True,operator_inference,2,135
3_86,3,True,operator_inference,2,131
3_87,3,True,baseline,1,124
3_88,3,True,baseline,1,126
3_89,3,True,baseline,1,126
3_90,3,True,baseline,1,125
3_91,3,True,operator_inference,2,132
3_92,3,True,baseline,1,125
3_93,3,True,baseline,1,131
3_94,3,True,operator_inference,2,127
3_95,3,True,operator_inference,2,131
3_96,3,True,operator_inference,2,129
3_97,3,True,operator_inference,2,124
3_98,3,True,baseline,1,127
3_99,3,True,operator_inference,2,129
4_0,4,True,operator_inference,2,165
4_1,4,True,operator_inference,2,163
4_2,4,True,operator_inference,2,156
4_3,4,True,operator_inference,2,163
4_4,4,True,operator_inference,2,156
4_5,4,True,operator_inference,2,155
4_6,4,True,baseline,1,154
4_7,4,True,operator_inference,2,154
4_8,4,True,operator_inference,2,154
4_9,4,True,operator_inference,2,162
4_10,4,True,operator_inference,2,151
4_11,4,True,operator_inference,2,153
4_12,4,True,baseline,1,154
4_13,4,True,operator_inference,2,153
4_14,4,True,operator_inference,2,153
4_15,4,True,operator_inference,2,160
4_16,4,True,operator_inference,2,154
4_17,4,True,operator_inference,2,155
4_18,4,True,operator_inference,2,153
4_19,4,True,operator_inference,2,151
4_20,4,True,operator_inference,2,153
4_21,4,True,operator_inference,2,152
4_22,4,True,operator_inference,2,157
4_23,4,True,baseline,1,155
4_24,4,True,operator_inference,2,153
4_25,4,True,operator_inference,2,155
4_26,4,True,operator_inference,2,160
4_27,4,True,operator_inference,2,154
4_28,4,True,operator_inference,2,161
4_29,4,True,operator_inference,2,176
4_30,4,True,baseline,1,155
4_31,4,True,operator_inference,2,157
4_32,4,True,baseline,1,154
4_33,4,True,operator_inference,2,160
4_34,4,True,operator_inference,2,156
4_35,4,True,operator_inference,2,154
4_36,4,True,baseline,1,169
4_37,4,True,operator_inference,2,162
4_38,4,True,baseline,1,153
4_39,4,True,baseline,1,153
4_40,4,True,operator_inference,2,154
4_41,4,True,baseline,1,150
4_42,4,True,baseline,1,156
4_43,4,True,operator_inference,2,152
4_44,4,True,operator_inference,2,154
4_45,4,True,operator_inference,2,157
4_46,4,True,baseline,1,156
4_47,4,True,operator_inference,2,150
4_48,4,True,operator_inference,2,154
4_49,4,True,operator_inference,2,153
4_50,4,True,operator_inference,2,155
4_51,4,True,baseline,1,151
4_52,4,True,operator_inference,2,161
4_53,4,True,baseline,1,155
4_54,4,True,baseline,1,152
4_55,4,True,operator_inference,2,157
4_56,4,True,operator_inference,2,159
4_57,4,True,operator_inference,2,152
4_58,4,True,operator_inference,2,153
4_59,4,True,operator_inference,2,156
4_60,4,True,baseline,1,155
4_61,4,True,operator_inference,2,159
4_62,4,True,operator_inference,2,155
4_63,4,True,operator_inference,2,152
4_64,4,True,operator_inference,2,154
4_65,4,True,operator_inference,2,154
4_66,4,True,operator_inference,2,156
4_67,4,True,operator_inference,2,156
4_68,4,True,operator_inference,2,160
4_69,4,True,operator_inference,2,157
4_70,4,True,operator_inference,2,154
4_71,4,True,baseline,1,150
4_72,4,True,operator_inference,2,157
4_73,4,True,operator_inference,2,154
4_74,4,True,operator_inference,2,156
4_75,4,True,operator_inference,2,156
4_76,4,True,baseline,1,156
4_77,4,True,operator_inference,2,153
4_78,4,True,operator_inference,2,157
4_79,4,True,operator_inference,2,156
4_80,4,True,operator_inference,2,153
4_81,4,True,operator_inference,2,155
4_82,4,True,operator_inference,2,151
4_83,4,True,baseline,1,154
4_84,4,True,operator_inference,2,155
4_85,4,True,operator_inference,2,157
4_86,4,True,operator_inference,2,159
4_87,4,True,operator_inference,2,159
4_88,4,True,baseline,1,150
4_89,4,True,operator_inference,2,157
4_90,4,True,operator_inference,2,156
4_91,4,True,operator_inference,2,154
4_92,4,True,baseline,1,153
4_93,4,True,operator_inference,2,151
4_94,4,True,baseline,1,152
4_95,4,True,baseline,1,152
4_96,4,True,operator_inference,2,161
4_97,4,True,operator_inference,2,178
4_98,4,True,operator_inference,2,154
4_99,4,True,baseline,1,156
5_0,5,True,operator_inference,2,181
5_1,5,True,operator_inference,2,181
5_2,5,True,operator_inference,2,181
5_3,5,True,operator_inference,2,202
5_4,5,True,operator_inference,2,194
5_5,5,True,operator_inference,2,192
5_6,5,True,baseline,1,183
5_7,5,True,operator_inference,2,194
5_8,5,True,operator_inference,2,187
5_9,5,True,baseline,1,186
5_10,5,True,operator_inference,2,191
5_11,5,True,operator_inference,2,211
5_12,5,True,operator_inference,2,197
5_13,5,True,operator_inference,2,190
5_14,5,True,operator_inference,2,188
5_15,5,True,operator_inference,2,187
5_16,5,True,operator_inference,2,183
5_17,5,True,operator_inference,2,194
5_18,5,True,operator_inference,2,192
5_19,5,True,baseline,1,192
5_20,5,True,operator_inference,2,190
5_21,5,True,operator_inference,2,189
5_22,5,True,operator_inference,2,186
5_23,5,True,operator_inference,2,188
5_24,5,True,operator_inference,2,189
5_25,5,True,operator_inference,2,188
5_26,5,True,operator_inference,2,186
5_27,5,True,operator_inference,2,183
5_28,5,True,operator_inference,2,184
5_29,5,True,operator_inference,2,188
5_30,5,True,operator_inference,2,194
5_31,5,True,operator_inference,2,180
5_32,5,True,operator_inference,2,188
5_33,5,True,operator_inference,2,186
5_34,5,True,operator_inference,2,206
5_35,5,True,operator_inference,2,177
5_36,5,True,operator_inference,2,185
5_37,5,True,operator_inference,2,181
5_38,5,True,operator_inference,2,188
5_39,5,True,operator_inference,2,189
5_40,5,True,operator_inference,2,180
5_41,5,True,operator_inference,2,177
5_42,5,True,operator_inference,2,184
5_43,5,True,operator_inference,2,189
5_44,5,True,operator_inference,2,189
5_45,5,True,operator_inference,2,187
5_46,5,True,operator_inference,2,181
5_47,5,True,operator_inference,2,188
5_48,5,True,operator_inference,2,185
5_49,5,True,operator_inference,2,181
5_50,5,True,baseline,1,179
5_51,5,True,operator_inference,2,183
5_52,5,True,operator_inference,2,189
5_53,5,True,operator_inference,2,209
5_54,5,True,baseline,1,239
5_55,5,True,operator_inference,2,184
5_56,5,True,operator_inference,2,185
5_57,5,True,operator_inference,2,192
5_58,5,True,operator_inference,2,194
5_59,5,True,operator_inference,2,259
5_60,5,True,operator_inference,2,195
5_61,5,True,operator_inference,2,183
5_62,5,True,operator_inference,2,187
5_63,5,True,operator_inference,2,182
5_64,5,True,operator_inference,2,184
5_65,5,True,operator_inference,2,180
5_66,5,True,operator_inference,2,181
5_67,5,True,operator_inference,2,185
5_68,5,True,operator_inference,2,183
5_69,5,True,operator_inference,2,180
5_70,5,True,operator_inference,2,182
5_71,5,True,baseline,1,184
5_72,5,True,operator_inference,2,173
5_73,5,True,operator_inference,2,182
5_74,5,True,operator_inference,2,184
5_75,5,True,operator_inference,2,183
5_76,5,True,operator_inference,2,179
5_77,5,True,operator_inference,2,185
5_78,5,True,operator_inference,2,180
5_79,5,True,operator_inference,2,179
5_80,5,True,operator_inference,2,183
5_81,5,True,operator_inference,2,186
5_82,5,True,baseline,1,181
5_83,5,True,operator_inference,2,180
5_84,5,True,baseline,1,183
5_85,5,True,operator_inference,2,183
5_86,5,True,operator_inference,2,190
5_87,5,True,operator_inference,2,179
5_88,5,True,operator_inference,2,178
5_89,5,True,baseline,1,186
5_90,5,True,operator_inference,2,186
5_91,5,True,operator_inference,2,185
5_92,5,True,baseline,1,188
5_93,5,True,baseline,1,183
5_94,5,True,operator_inference,2,179
5_95,5,True,operator_inference,2,186
5_96,5,True,operator_inference,2,186
5_97,5,True,operator_inference,2,185
5_98,5,True,operator_inference,2,181
5_99,5,True,operator_inference,2,185
6_0,6,True,operator_inference,2,206
6_1,6,True,operator_inference,2,208
6_2,6,True,operator_inference,2,213
6_3,6,True,operator_inference,2,208
6_4,6,True,operator_inference,2,226
6_5,6,True,operator_inference,2,213
6_6,6,True,operator_inference,2,215
6_7,6,True,operator_inference,2,216
6_8,6,True,operator_inference,2,232
6_9,6,True,operator_inference,2,222
6_10,6,True,operator_inference,2,214
6_11,6,True,operator_inference,2,213
6_12,6,True,operator_inference,2,211
6_13,6,True,operator_inference,2,223
6_14,6,True,operator_inference,2,221
6_15,6,True,operator_inference,2,220
6_16,6,True,operator_inference,2,216
6_17,6,True,operator_inference,2,212
6_18,6,True,operator_inference,2,206
6_19,6,True,operator_inference,2,219
6_20,6,True,operator_inference,2,222
6_21,6,True,operator_inference,2,219
6_22,6,True,operator_inference,2,215
6_23,6,True,operator_inference,2,211
6_24,6,True,operator_inference,2,217
6_25,6,True,operator_inference,2,208
6_26,6,True,operator_inference,2,219
6_27,6,True,operator_inference,2,212
6_28,6,True,operator_inference,2,220
6_29,6,True,operator_inference,2,217
6_30,6,True,operator_inference,2,212
6_31,6,True,operator_inference,2,212
6_32,6,True,operator_inference,2,213
6_33,6,True,operator_inference,2,213
6_34,6,True,operator_inference,2,210
6_35,6,True,operator_inference,2,211
6_36,6,True,operator_inference,2,212
6_37,6,True,operator_inference,2,217
6_38,6,True,operator_inference,2,213
6_39,6,True,operator_inference,2,218
6_40,6,True,operator_inference,2,216
6_41,6,True,operator_inference,2,219
6_42,6,True,operator_inference,2,220
6_43,6,True,operator_inference,2,231
6_44,6,True,operator_inference,2,233
6_45,6,True,operator_inference,2,242
6_46,6,True,operator_inference,2,225
6_47,6,True,operator_inference,2,235
6_48,6,True,operator_inference,2,213
6_49,6,True,operator_inference,2,215
6_50,6,True,operator_inference,2,211
6_51,6,True,operator_inference,2,217
6_52,6,True,operator_inference,2,218
6_53,6,True,operator_inference,2,225
6_54,6,True,operator_inference,2,234
6_55,6,True,operator_inference,2,210
6_56,6,True,operator_inference,2,221
6_57,6,True,operator_inference,2,220
6_58,6,True,operator_inference,2,215
6_59,6,True,operator_inference,2,221
6_60,6,True,operator_inference,2,213
6_61,6,True,operator_inference,2,227
6_62,6,True,operator_inference,2,214
6_63,6,True,baseline,1,290
6_64,6,True,operator_inference,2,206
6_65,6,True,operator_inference,2,212
6_66,6,True,operator_inference,2,213
6_67,6,True,operator_inference,2,215
6_68,6,True,operator_inference,2,217
6_69,6,True,operator_inference,2,219
6_70,6,True,operator_inference,2,216
6_71,6,True,operator_inference,2,213
6_72,6,True,operator_inference,2,221
6_73,6,True,operator_inference,2,222
6_74,6,True,operator_inference,2,215
6_75,6,True,operator_inference,2,216
6_76,6,True,operator_inference,2,218
6_77,6,True,operator_inference,2,219
6_78,6,True,operator_inference,2,214
6_79,6,True,operator_inference,2,211
6_80,6,True,operator_inference,2,221
6_81,6,True,operator_inference,2,213
6_82,6,True,operator_inference,2,216
6_83,6,True,operator_inference,2,210
6_84,6,True,operator_inference,2,212
6_85,6,True,operator_inference,2,214
6_86,6,True,operator_inference,2,265
6_87,6,True,baseline,1,611
6_88,6,True,operator_inference,2,213
6_89,6,True,operator_inference,2,212
6_90,6,True,operator_inference,2,214
6_91,6,True,operator_inference,2,207
6_92,6,True,operator_inference,2,212
6_93,6,True,operator_inference,2,212
6_94,6,True,operator_inference,2,217
6_95,6,True,operator_inference,2,216
6_96,6,True,operator_inference,2,222
6_97,6,True,operator_inference,2,557
6_98,6,True,operator_inference,2,219
6_99,6,True,operator_inference,2,218
7_0,7,True,operator_inference,2,256
7_1,7,True,operator_inference,2,273
7_2,7,True,operator_inference,2,262
7_3,7,True,operator_inference,2,274
7_4,7,True,operator_inference,2,260
7_5,7,True,operator_inference,2,278
7_6,7,True,operator_inference,2,268
7_7,7,True,operator_inference,2,260
7_8,7,True,operator_inference,2,243
7_9,7,True,operator_inference,2,253
7_10,7,True,operator_inference,2,248
7_11,7,True,operator_inference,2,253
7_12,7,True,operator_inference,2,241
7_13,7,True,operator_inference,2,248
7_14,7,True,operator_inference,2,255
7_15,7,True,operator_inference,2,241
7_16,7,True,operator_inference,2,246
7_17,7,True,operator_inference,2,257
7_18,7,True,operator_inference,2,244
7_19,7,True,operator_inference,2,248
7_20,7,True,operator_inference,2,259
7_21,7,True,operator_inference,2,249
7_22,7,True,operator_inference,2,261
7_23,7,True,operator_inference,2,266
7_24,7,True,operator_inference,2,249
7_25,7,True,operator_inference,2,254
7_26,7,True,operator_inference,2,255
7_27,7,True,operator_inference,2,240
7_28,7,True,operator_inference,2,255
7_29,7,True,operator_inference,2,266
7_30,7,True,operator_inference,2,256
7_31,7,True,operator_inference,2,253
7_32,7,True,operator_inference,2,261
7_33,7,True,operator_inference,2,264
7_34,7,True,operator_inference,2,256
7_35,7,True,operator_inference,2,264
7_36,7,True,operator_inference,2,247
7_37,7,True,operator_inference,2,255
7_38,7,True,operator_inference,2,242
7_39,7,True,operator_inference,2,243
7_40,7,True,operator_inference,2,252
7_41,7,True,operator_inference,2,249
7_42,7,True,operator_inference,2,275
7_43,7,True,operator_inference,2,254
7_44,7,True,operator_inference,2,275
7_45,7,True,operator_inference,2,263
7_46,7,True,operator_inference,2,250
7_47,7,True,operator_inference,2,254
7_48,7,True,operator_inference,2,250
7_49,7,True,operator_inference,2,261
7_50,7,True,operator_inference,2,262
7_51,7,True,operator_inference,2,251
7_52,7,True,operator_inference,2,254
7_53,7,True,operator_inference,2,250
7_54,7,True,operator_inference,2,248
7_55,7,True,operator_inference,2,249
7_56,7,True,operator_inference,2,239
7_57,7,True,operator_inference,2,252
7_58,7,True,operator_inference,2,252
7_59,7,True,operator_inference,2,244
7_60,7,True,operator_inference,2,258
7_61,7,True,operator_inference,2,254
7_62,7,True,operator_inference,2,279
7_63,7,True,operator_inference,2,275
7_64,7,True,operator_inference,2,260
7_65,7,True,operator_inference,2,256
7_66,7,True,operator_inference,2,254
7_67,7,True,operator_inference,2,247
7_68,7,True,operator_inference,2,253
7_69,7,True,operator_inference,2,387
7_70,7,True,operator_inference,2,241
7_71,7,True,operator_inference,2,249
7_72,7,True,operator_inference,2,376
7_73,7,True,operator_inference,2,249
7_74,7,True,operator_inference,2,271
7_75,7,True,operator_inference,2,247
7_76,7,True,operator_inference,2,252
7_77,7,True,operator_inference,2,255
7_78,7,True,operator_inference,2,246
7_79,7,True,operator_inference,2,251
7_80,7,True,operator_inference,2,277
7_81,7,True,operator_inference,2,270
7_82,7,True,operator_inference,2,290
7_83,7,True,operator_inference,2,267
7_84,7,True,operator_inference,2,249
7_85,7,True,operator_inference,2,246
7_86,7,True,operator_inference,2,253
7_87,7,True,operator_inference,2,288
7_88,7,True,operator_inference,2,266
7_89,7,True,operator_inference,2,251
7_90,7,True,operator_inference,2,260
7_91,7,True,operator_inference,2,257
7_92,7,True,operator_inference,2,258
7_93,7,True,operator_inference,2,248
7_94,7,True,operator_inference,2,238
7_95,7,True,operator_inference,2,249
7_96,7,True,operator_inference,2,467
7_97,7,True,operator_inference,2,247
7_98,7,True,operator_inference,2,258
7_99,7,True,operator_inference,2,253
9_0,9,True,operator_inference,2,308
9_1,9,True,operator_inference,2,326
9_2,9,True,operator_inference,2,332
9_3,9,True,operator_inference,2,327
9_4,9,True,operator_inference,2,318
9_5,9,True,operator_inference,2,384
9_6,9,True,operator_inference,2,321
9_7,9,True,operator_inference,2,331
9_8,9,True,operator_inference,2,326
9_9,9,True,operator_inference,2,353
9_10,9,True,operator_inference,2,312
9_11,9,True,operator_inference,2,328
9_12,9,True,operator_inference,2,389
9_13,9,True,operator_inference,2,318
9_14,9,True,operator_inference,2,323
9_15,9,True,operator_inference,2,312
9_16,9,True,operator_inference,2,310
9_17,9,True,operator_inference,2,327
9_18,9,True,operator_inference,2,334
9_19,9,True,operator_inference,2,299
9_20,9,True,operator_inference,2,332
9_21,9,True,operator_inference,2,332
9_22,9,True,operator_inference,2,347
9_23,9,True,operator_inference,2,333
9_24,9,True,operator_inference,2,339
9_25,9,True,operator_inference,2,344
9_26,9,True,operator_inference,2,327
9_27,9,True,operator_inference,2,353
9_28,9,True,operator_inference,2,310
9_29,9,True,operator_inference,2,307
9_30,9,True,operator_inference,2,384
9_31,9,True,operator_inference,2,363
9_32,9,True,operator_inference,2,331
9_33,9,True,operator_inference,2,317
9_34,9,True,operator_inference,2,325
9_35,9,True,operator_inference,2,334
9_36,9,True,operator_inference,2,348
9_37,9,True,operator_inference,2,333
9_38,9,True,operator_inference,2,355
9_39,9,True,operator_inference,2,315
9_40,9,True,operator_inference,2,326
9_41,9,True,operator_inference,2,349
9_42,9,True,operator_inference,2,306
9_43,9,True,operator_inference,2,324
9_44,9,True,operator_inference,2,316
9_45,9,True,operator_inference,2,334
9_46,9,True,operator_inference,2,322
9_47,9,True,operator_inference,2,332
9_48,9,True,operator_inference,2,348
9_49,9,True,operator_inference,2,351
9_50,9,True,operator_inference,2,320
9_51,9,True,operator_inference,2,332
9_52,9,True,operator_inference,2,336
9_53,9,True,operator_inference,2,374
9_54,9,True,operator_inference,2,317
9_55,9,True,operator_inference,2,360
9_56,9,True,operator_inference,2,366
9_57,9,True,operator_inference,2,356
9_58,9,True,operator_inference,2,310
9_59,9,True,operator_inference,2,339
9_60,9,True,operator_inference,2,326
9_61,9,True,operator_inference,2,319
9_62,9,True,operator_inference,2,326
9_63,9,True,operator_inference,2,386
9_64,9,True,operator_inference,2,325
9_65,9,True,operator_inference,2,345
9_66,9,True,operator_inference,2,347
9_67,9,True,operator_inference,2,333
9_68,9,True,operator_inference,2,318
9_69,9,True,operator_inference,2,321
9_70,9,True,operator_inference,2,407
9_71,9,True,operator_inference,2,327
9_72,9,True,operator_inference,2,411
9_73,9,True,operator_inference,2,322
9_74,9,True,operator_inference,2,326
9_75,9,True,operator_inference,2,325
9_76,9,True,operator_inference,2,330
9_77,9,True,operator_inference,2,367
9_78,9,True,operator_inference,2,329
9_79,9,True,operator_inference,2,321
9_80,9,True,operator_inference,2,335
9_81,9,True,operator_inference,2,318
9_82,9,True,operator_inference,2,345
9_83,9,True,operator_inference,2,341
9_84,9,True,operator_inference,2,321
9_85,9,True,operator_inference,2,327
9_86,9,True,operator_inference,2,313
9_87,9,True,operator_inference,2,322
9_88,9,True,operator_inference,2,325
9_89,9,True,operator_inference,2,309
9_90,9,True,operator_inference,2,339
9_91,9,True,operator_inference,2,319
9_92,9,True,operator_inference,2,312
9_93,9,True,operator_inference,2,336
9_94,9,True,operator_inference,2,327
9_95,9,True,operator_inference,2,303
9_96,9,True,operator_inference,2,327
9_97,9,True,operator_inference,2,333
9_98,9,True,operator_inference,2,366
9_99,9,True,operator_inference,2,316
